,Location,Name,Category,Description,Latitude,Longitude,coords,xy_coords,x,y
13624,,Just off road on Oregon Trail.,Wild Camping,Just off the Oregon Trail. Virtually no traffic and no farm houses to be seen. Only had coffee here but would be ok if caught short at night,43.335240999999996,-115.76118799999999,"(43.335240999999996, -115.76118799999999)","(-12886476.50178441, 5363138.954150417)",-12886476.50178441,5363138.954150417
13626,,Lake Buffalo recreation area,Informal Campsite, Notice boards say powered sites etc but seem non existent at present. Couple of places to stop out of the way. Very nice setting around lake but ground soft on grass after rain. Some gravel areas. Mosquitoes bad in late May.,41.022442,-98.891437,"(41.022442, -98.891437)","(-11008544.410655092, 5015652.417477136)",-11008544.410655092,5015652.417477136
13631,,Old Road Alongside Lake Durant,Wild Camping,"Lovely sites alongside lake. Says to only camp in two designated spots with table and fire rings but old road not used and big rigs would be able to pull off from old rough road. Distant road noise minimal. Can drive through back onto highway as well.
",43.841971,-74.395258,"(43.841971, -74.395258)","(-8281642.237994213, 5441019.311314936)",-8281642.237994213,5441019.311314936
13633,,Near the Joshua Tree,Wild Camping,"Wild camping in BLM land. Just before the campground, turn right. Lots of spots. 4WD recommended. Super quiet. Good cell coverage. ",34.204099,-116.23786799999999,"(34.204099, -116.23786799999999)","(-12939540.276655747, 4056240.5702906623)",-12939540.276655747,4056240.5702906623
13635,,Road 632 just passed Hite,Wild Camping,Nice turnout on unpaved road that's accessible without a 4x4. There are two spots within 200 feet and both are easy to back in to. Great views and good hiking around the area (no trails). As soon as the sun went down a lot of mosquitoes showed up but otherwise a great spot. ,37.902572,-110.36308600000001,"(37.902572, -110.36308600000001)","(-12285562.53589426, 4565671.631823517)",-12285562.53589426,4565671.631823517
13638,,Kellogg Street Parking,Wild Camping,"Nice quiet spot for a night or two while riding at silver mountain or just passing through. Lots of other great campsites further towards Lookout Pass, but sometimes you just need a safe quiet street spot without having to venture too far.  Parked here in early March and since the elevation is relatively low for the mountains, had no issues with snow/plows. Right off Bunker Ave in Kellogg.",47.539039,-116.13053300000001,"(47.539039, -116.13053300000001)","(-12927591.799111456, 6030507.112658631)",-12927591.799111456,6030507.112658631
13639,,Scenic Overlook on top of Ira Mountain,Wild Camping,"Quiet parking lot at the top of Mt. Ira. Follow sign to Scenic Overlook from State road 16. It looks under development so maybe this place won't be so quiet in a few years. We were there in off-season. No problem. No No Camping sign. Beautiful view. Dirt road, some washboard. Not suitable for RV. No place for RV to turnaround.",45.02505,-70.155348,"(45.02505, -70.155348)","(-7809657.615784903, 5625465.958469635)",-7809657.615784903,5625465.958469635
13640,,Parking lot next to Botanical garden,Informal Campsite,"Free parking on weekdays only. A lot of people playing in the grass, really nice atmosphere and nice view of downtown.
Everyone left at dusk and the night was quiet. ",30.266278999999997,-97.765573,"(30.266278999999997, -97.765573)","(-10883213.803472616, 3537823.652014757)",-10883213.803472616,3537823.652014757
13643,,Prairie Meadows Casino,Informal Campsite,"Prairie Meadows Casino
This is a FREE camping.

Address
1 Prairie Meadows Dr
Altoona, Iowa
GPS: 41.654445, -93.489876
Private - Casino
(515) 967-1000
RV Parking

Allows overnight parking. We travel in a camper and parked in the back of their lot. Very quiet. A large open lot. We're given permission via email approval.

",41.657142,-93.49150300000001,"(41.657142, -93.49150300000001)","(-10407426.50745781, 5109758.539157535)",-10407426.50745781,5109758.539157535
13645,,coral camp,Wild Camping,"Beautiful spot in Kisatchie National Forest. $10 a night. 
no running water. No electricity. Vaulted men and ladies restroom on site.",31.520971999999997,-93.063088,"(31.520971999999997, -93.063088)","(-10359735.567809608, 3700593.7121061706)",-10359735.567809608,3700593.7121061706
13647,,Decatur St + Franklin Avenue ,Wild Camping,"On the street. Close to French quarter. Well lit. A little noisy. We hear the train whistling. Good for one night.
Sur la rue. Près du quartier français. Très éclairé. Un peu bruyant. On entend le train siffler. Bon pour une nuit. ",29.962947999999997,-90.052234,"(29.962947999999997, -90.052234)","(-10024568.833676716, 3498788.0429260414)",-10024568.833676716,3498788.0429260414
13648,,Wilson b. Robertson boat ramp,Wild Camping,Found this on rte 90 Alabama Florida line ,30.522757000000002,-87.445401,"(30.522757000000002, -87.445401)","(-9734377.511533616, 3570923.925253488)",-9734377.511533616,3570923.925253488
13649,,Gila River / Bill Evans Road,Wild Camping,"Established pull off with fire ring between Bill Evans Rd and the Gila River. Local traffic during day, quiet overnight. GPS is one of several pull offs noted along road. ",32.900518,-108.59607,"(32.900518, -108.59607)","(-12088859.21455069, 3882106.824019743)",-12088859.21455069,3882106.824019743
13652,,Vista Point,Wild Camping,Vista point with no prohibited signs. Water available. Pretty flat only in few spots. right on the 88 so it might be a bit noisy.,38.364807,-120.78723600000001,"(38.364807, -120.78723600000001)","(-13445973.605846962, 4631089.764648883)",-13445973.605846962,4631089.764648883
13653,,Lake views,Wild Camping,"Nice gravel spot off of Beaver Lake. Depending on water levels and driftwood, there can be a gravel bank large enough for 1-2 vans but is very steep and not well maintained, (hard to get out of!). Haven't stayed the night here but no signs are posted, wouldn't stay more than 2 days. Quiet road.",36.333579,-93.94071600000001,"(36.333579, -93.94071600000001)","(-10457432.669875529, 4346618.941005982)",-10457432.669875529,4346618.941005982
13656,,Chinnabee silent trail parking lot,Wild Camping,Amazing paved parking lot that has trails immediately around it. You can stay the night. ,33.444014,-85.841362,"(33.444014, -85.841362)","(-9555816.706841065, 3954388.7875325447)",-9555816.706841065,3954388.7875325447
13657,,Quiet culdesac,Wild Camping,Dead end street quiet and out of the way good for a night.,33.450119,-117.596725,"(33.450119, -117.596725)","(-13090807.545956625, 3955203.276092246)",-13090807.545956625,3955203.276092246
13658,,Bannister Bridge canoe access ,Wild Camping,Small dirt road leading back to dead end with multiple pull outs for overlanders and vans. No large rvs. Very quiet at night. Close to Congaree National Park. ,33.839408,-80.86166800000001,"(33.839408, -80.86166800000001)","(-9001479.706454745, 4007258.773866814)",-9001479.706454745,4007258.773866814
13659,,Street Parking on San Antonio River Walk,Wild Camping,There are designated spots all along the road here beside the lot that don’t have parking restrictions. The other spot near here felt like we were parking in the actual road. The lot has some security guards that come around every once in a while and it feels super safe. Fairly quiet and right on the river walk! No one bothered us here! ,29.444332,-98.48192900000001,"(29.444332, -98.48192900000001)","(-10962958.188619323, 3432322.0148378327)",-10962958.188619323,3432322.0148378327
13660,,Weldon Ave ,Wild Camping,Quiet and nearly flat spot. Perfect for a night. Nice neighborhood coffee shop nearby - 7min walk. ,34.119879,-118.238257,"(34.119879, -118.238257)","(-13162222.561524214, 4044910.2278140113)",-13162222.561524214,4044910.2278140113
13662,,Cracker Barrel Albany Ga,Informal Campsite,tucked into the back corner with permission to overnight here . nice flat spots. ,31.615639,-84.211601,"(31.615639, -84.211601)","(-9374392.542206326, 3712962.3485982507)",-9374392.542206326,3712962.3485982507
13663,,Jasper Walmart,Informal Campsite,stopped here for the night . nice flat spots by garden center . Not the quietest Walmart I have stayed in but close to several nearby places and shopping centers.  got the ok to stay and several bug rigs here currently. ,34.476957,-84.461907,"(34.476957, -84.461907)","(-9402256.478668828, 4093026.919167503)",-9402256.478668828,4093026.919167503
13664,,roadside stop,Informal Campsite,"texas  roadside park, picnic tables no facilities ",30.667391,-96.822197,"(30.667391, -96.822197)","(-10778197.66752602, 3589628.4516389663)",-10778197.66752602,3589628.4516389663
13665,,Siuslaw National Forest,Wild Camping,"A quiet little clearing at the top of a hill surrounded by trees. This area is dominated by logging operations, so I was happy to find this spot away from the main gravel road. Can fit 2 vans, trailers not recommended. 4x4 not needed. To access, take Blodgett Rd off Hwy 20, then turn left onto Tum Tum road. Look for a dirt road going uphill at about mile 3.5.",44.554159999999996,-123.539892,"(44.554159999999996, -123.539892)","(-13752397.870096011, 5551604.074103164)",-13752397.870096011,5551604.074103164
13668,,Broadway St. ,Wild Camping,Parked here for a few nights and had no problems. Only sign is concerning street sweeping on Thursdays. ,33.993815000000005,-118.46968000000001,"(33.993815000000005, -118.46968000000001)","(-13187984.452042067, 4027971.561979491)",-13187984.452042067,4027971.561979491
13670,,Street Parking on River Walk,Wild Camping,Metered between 8am-6pm. We arrived around 5:30 and had no issues for the night. Great place to walk the river walk in the evening. Fairly quiet and very close to everything! View is great out the window. There are 5 spots along the bridge. It feels very safe. ,29.430846999999996,-98.491387,"(29.430846999999996, -98.491387)","(-10964011.048363244, 3430598.329127551)",-10964011.048363244,3430598.329127551
13672,,Parking Border Authority,Wild Camping,"There is a big parking lot behind the border on the American side with bright lights. We stayed in the backyard on the left side (when you exit the main road) close to the sand and a small building on some dirt road place. Nobody bothered us. Very calm, No shade. We came here late in the night and stayed 'til the late morning.
Great to stay after passing the border from Mex to USA. ",31.788068,-106.68062900000001,"(31.788068, -106.68062900000001)","(-11875633.297786135, 3735523.296093596)",-11875633.297786135,3735523.296093596
13673,,Cole Park,Wild Camping,"Municipal parking lots at Cole Park, and Cole Park marina, there are a total of three parking lots none of which have announced hours and many people park overnight.  Several small campers including van conversions parked here overnight. Along the Greenway for biking, many trash cans, dog pick up stations, picnic tables, restrooms. Lit from parking lot streetlights, and saw several patrols of Park service, and local police.  Fairly quite, beautiful view of bay.",27.775909999999996,-97.391572,"(27.775909999999996, -97.391572)","(-10841580.202596439, 3220750.43172333)",-10841580.202596439,3220750.43172333
13675,,Shoreline,Wild Camping,"Nowhere flat to park but lots of space.
One or two spaces for big rigs
Ignore your Google maps and just follow the road down to the beach",40.886359999999996,-122.36882,"(40.886359999999996, -122.36882)","(-13622034.731373752, 4995594.212115651)",-13622034.731373752,4995594.212115651
13677,,Dollar General parking lot,Informal Campsite,"We couldn't drive on due to weather conditions and asked one of the employees if we could stay the night - she said it was fine. Opening hours 8am-10pm, just make sure you come after and leave before. Store has WiFi, no facilities around, not too many cars during the night. ",38.444619,-120.53306299999998,"(38.444619, -120.53306299999998)","(-13417679.19691356, 4642427.37637837)",-13417679.19691356,4642427.37637837
13679,,9th Street Parking on The Riverwalk,Wild Camping,"Free parking, no sign restrictions on both sides of the bridge probably about 12-15 spots total. Near a hotel so the restaurant can be a bit loud into the evening but not too late. Very safe location to leave a vehicle for the day and night! ",29.434965999999996,-98.483661,"(29.434965999999996, -98.483661)","(-10963150.993977375, 3431124.8055066396)",-10963150.993977375,3431124.8055066396
13681,,N. Ventura Ave,Wild Camping,"Roadside parking all along N. Ventura Ave between Cañada Larga Rd and Foster Park. multiple RVs, vans, & skoolies parked along the road. No parking restrictions. Bathrooms available at nearby Foster Park. ",34.348156,-119.297701,"(34.348156, -119.297701)","(-13280159.328128204, 4075647.225578141)",-13280159.328128204,4075647.225578141
13685,,Park Link Dr,Wild Camping,"BLM. Arizona Open range area will sometimes get you some guests (moo), but otherwise mostly quiet with roads or trains in the distance. Cell coverage towards Picacho Peak gives me 2-3 bars with line-of-sight. Flat terrain made it easier to enter compared to other site down the road where I dragged my rear leaving road.
 ",32.610026,-111.30819199999999,"(32.610026, -111.30819199999999)","(-12390771.254559927, 3843655.1012346884)",-12390771.254559927,3843655.1012346884
13686,,New Mexico badlands. ,Wild Camping,This BLM area has unlimited places to camp out. Very scenic and remote.................... Two bars cel. ,36.528031,-107.893883,"(36.528031, -107.893883)","(-12010692.115269037, 4373522.995048678)",-12010692.115269037,4373522.995048678
13688,,"Lima, MT Rest Area ",Informal Campsite,"Big rest area with lots of parking and a pet area. Washrooms clean and well maintained. Loads of trucks staying here tonight, easily space for our 23ft Class C in the car parking area. Open year round. ",44.631071999999996,-112.589095,"(44.631071999999996, -112.589095)","(-12533360.724275503, 5563627.115566278)",-12533360.724275503,5563627.115566278
13689,,hwy Forrest rd,Wild Camping,"Plenty camp worthy spots past pinpoint on dirt Forest road.
 Right off hwy for quick reststop and farther back less hwy noise but peaceful nevertheless. ",34.074802000000005,-111.35960700000001,"(34.074802000000005, -111.35960700000001)","(-12396494.746179065, 4038850.5350144147)",-12396494.746179065,4038850.5350144147
13690,,Graffiti Alley,Wild Camping,"right off the highway but still somewhat quiet.  currently, there is running natural river water by site, took a bath.  graffiti tunnel nearby. cool drawings. great for a quick spot to rest..",33.968555,-111.388574,"(33.968555, -111.388574)","(-12399719.337868871, 4024580.5120106842)",-12399719.337868871,4024580.5120106842
13691,,Trailhead. Talladega NF,Wild Camping,"National forest trailhead near Cheaha State Park . Parking lot near the trailhead for hiking in the talladega National Forest. Water for drinking in cheaha state park less than 2 minutes away, and they also have restrooms. ",33.471156,-85.806342,"(33.471156, -85.806342)","(-9551918.298273483, 3958010.3322303435)",-9551918.298273483,3958010.3322303435
13692,,Park Lake,Informal Campsite,"ADMIN NOTE: User reports Closed due to Corvid-19. If open again please remove this msg.  

There are three parks here. All on Blue Hole road. First is the Park Lake with picnic tables, water slide, bathrooms, small pond. WATER SPIGOT by the bathroom. Second, just east, double pond, stayed here one night, no signs indicating restrictions. Third, more south, this is the actual Blue Hole recreation area, some bathrooms here too.

- it's not busy season right now so the park was fairly empty - ",34.939840999999994,-104.67473000000001,"(34.939840999999994, -104.67473000000001)","(-11652337.642523399, 4155708.7785508954)",-11652337.642523399,4155708.7785508954
13693,,pumpkin creek ranch,Wild Camping,"Well-rallyed roads stretching off into the distance. stayed just inside the gate, as it was icy, but there are a bunch of pullouts. Looks like it gets heavy ORV use. ",46.192104,-105.63374099999999,"(46.192104, -105.63374099999999)","(-11759094.258708544, 5811187.6448953105)",-11759094.258708544,5811187.6448953105
13694,,Thousand palms ,Wild Camping,Dispersed camp site above thousand palm above Coachella Valley preserve. Hiking trails nearby. Very little traffic on thousand palms road nearby. Very quiet with no traffic at night. Spectacular views of the Santa Rosa wilderness and mount San Jacinto.,33.886312,-116.28135400000001,"(33.886312, -116.28135400000001)","(-12944381.116032384, 4013546.701808413)",-12944381.116032384,4013546.701808413
13695,,Parking of Ross Store,Informal Campsite,Parking lot of Ross Store. Stayed here em 2016 and today again. Very quiet to spend one night.,36.983304,-122.028094,"(36.983304, -122.028094)","(-13584105.28655372, 4436779.835604836)",-13584105.28655372,4436779.835604836
13701,,Cul-de-sac  ,Wild Camping,"Quiet. good place to stay.
have been here three days.",33.448938,-117.60071299999998,"(33.448938, -117.60071299999998)","(-13091251.488085905, 3955045.710442305)",-13091251.488085905,3955045.710442305
13702,,Gila National Forest ,Wild Camping,West of Kingston. Near summit. Beautiful parking area back off the road under pine trees. View of mountains. Verizon 1 bar. ,32.899434,-107.72279499999999,"(32.899434, -107.72279499999999)","(-11991646.686228195, 3881963.1038668253)",-11991646.686228195,3881963.1038668253
13703,,Adams St. ,Wild Camping,We parked here for a few nights. Very quiet and very close to all attractions. ,36.598556,-121.891824,"(36.598556, -121.891824)","(-13568935.779543323, 4383297.416304221)",-13568935.779543323,4383297.416304221
13704,,Valero gas station ,Informal Campsite,Big parking lot in the back of the station .,30.367495,-103.63601899999999,"(30.367495, -103.63601899999999)","(-11536708.862922024, 3550875.9053138723)",-11536708.862922024,3550875.9053138723
13706,,Hunter Camp,Wild Camping,"Hunter Camp off a forest road, about 1.5 miles south of a shooting range. 10 to 12 spots available for all sizes of vehicle or tents. There are 3 or 4 legitimate fire rings for use. Free sites and open all year round. 21 Day stay limit. 4x4 not required to access. Drove out in a SUV and was not an issue.  Big rigs can get here, just have to take it a little slow as it is a gravel forest road. Great spot for a few nights in the woods. Oddly enough, got a few bars of Sprint LTE.",32.985451,-87.494896,"(32.985451, -87.494896)","(-9739887.269730428, 3893372.986168342)",-9739887.269730428,3893372.986168342
13708,,Above Shadow Hills ,Wild Camping,Dispersed camping above the Shadow Hills area of Indio. High clearance 4 wheel drive is required to get up to camping area. Bedroom canyon Jeep trail is nearby.Spectacular views of San Gorgonzola and San Jacinto snow covered peaks. Plenty of camp spots to choose from. Did not have a single vehicle drive by. Very quiet.,33.821427,-116.20461,"(33.821427, -116.20461)","(-12935838.013030946, 4004849.164826154)",-12935838.013030946,4004849.164826154
13710,,Galveston ,Wild Camping,"Beach access #34 & 36 along FR3005 from Galveston, just follow the beach wall passed Galveston state park. stayed overnight no one disturbed us. Nice beach. During the day some fishermen and some families. ",29.112384999999996,-95.081154,"(29.112384999999996, -95.081154)","(-10584385.647316827, 3389957.9182035197)",-10584385.647316827,3389957.9182035197
13714,,Gila National Forest. Emory Pass vista area,Wild Camping,Large vista gravel parking area. Magnificent views. Be aware of weather conditions. Near snow covered summit. Windy. Verizon 2 bars. ,32.909869,-107.76416299999998,"(32.909869, -107.76416299999998)","(-11996251.75092333, 3883346.6822622735)",-11996251.75092333,3883346.6822622735
13716,,Badlands Overlook ,Wild Camping,"Up a dirt road from the nearby posted spot, quiet and clean. High clearance would be helpful on some of the ruts coming up, but 4wd is unnecessary. There are a few flat spots off the road to pull into. Great Verizon service ",36.798716999999996,-108.230925,"(36.798716999999996, -108.230925)","(-12048211.459084982, 4411087.546187508)",-12048211.459084982,4411087.546187508
13717,,Welcome centre Louisiana East,Informal Campsite,"Today, the welcome center is closed but the restrooms are open 24/7. A bit noisy on Hwy 10 going east. Picnic tables with a shelter. Good for one night. Security in place. No dump station. 
Aujourd'hui, le centre d'information est fermé mais les toilettes sont ouvertes 24h/7 jours. Coronavirus on est dedans. Un peu bruyant près de l'autoroute 10 vers l'Est. Tables de picnic couvertes. Bon pour une nuit. Sécurité en place. Pas de station de vidange.",30.136577000000003,-93.677495,"(30.136577000000003, -93.677495)","(-10428131.04218943, 3521117.651585079)",-10428131.04218943,3521117.651585079
13721,,parking lot ,Informal Campsite,"Out of town, almost quiet well lit, free delivery trucks and RVs scattered around no 'NO' signs. ",35.61588,-115.38026599999999,"(35.61588, -115.38026599999999)","(-12844072.458712453, 4247894.965310459)",-12844072.458712453,4247894.965310459
13722,,Resting area at the beggining of Trailhead,Wild Camping,"This is just a car resting area right next to the main road. Stayed here one night before entering Yosemite with one another RV. Night was quiet, there were not many passing cars. No toiler, no water.",37.41677,-119.62646000000001,"(37.41677, -119.62646000000001)","(-13316756.61260191, 4497359.463103019)",-13316756.61260191,4497359.463103019
13723,,"Cracker Barrel,  Waco, TX ",Informal Campsite,"3 parking spot for big rigs as usual. The restaurant changed his business hours because of Coronavirus. We were alone that night...
3 places de stationnement pour longs VR comme d'habitude.  Le restaurant à changé ses heures d'ouverture dû au Coronavirus. On était seul ce soir là ! ",31.603519,-97.108774,"(31.603519, -97.108774)","(-10810099.273239084, 3711378.1189815924)",-10810099.273239084,3711378.1189815924
13724,,Reservoir Hill parking lot,Wild Camping,Large gravel parking lot at the base of Reservoir Hill. Right off 160. The dispensary across the street recommended this one. Very quiet. No signs pointing no parking. ,37.268544,-106.99893999999999,"(37.268544, -106.99893999999999)","(-11911067.51622003, 4476604.753489254)",-11911067.51622003,4476604.753489254
13729,,KOFA (Small Vehicle Option),Wild Camping,"One of many pull offs in the KOFA National Wildlife Refuge area. This one is small & sandy, recommended for 4WD vehicles. We stayed in a Jeep Renegade w/ a Roofnest (RTT). Cacti, bushes, and mountains all around. Very quiet & peaceful. About a 15-20 min drive down dirt road coming from the West.",33.237334999999995,-114.14946599999999,"(33.237334999999995, -114.14946599999999)","(-12707060.429444093, 3926848.7525951513)",-12707060.429444093,3926848.7525951513
13730,,Tucked Away behind Barriers,Wild Camping,"A drive on the grass behind the barriers. Small vehicle with 4x4 only. We have a Jeep Renegade with Roofnest (rtt). 15ft-20ft away from water. Might not be an approved spot, wouldn't stay here too late in the morning. Quiet and dark around. Trees blocking most of the wind.",32.610955,-99.685735,"(32.610955, -99.685735)","(-11096965.259553209, 3843777.8712805323)",-11096965.259553209,3843777.8712805323
13731,,"Middle of the bushes, near Rio Grande",Wild Camping,"In the middle of nowhere, near Rio Grande Valley. Beautiful landscape, best sunrise we've seen in this part of the country yet. Very remote and quiet. Sandy ground, lots of bushes, and bumps. We had 4x4 and stayed in a RTT. Google maps might take you to the wrong entry point so I'll add another point just for that. Once you get in, there's tons of spots. Didn't see a single person. Good cell service. Highly recommend, just clean up your shot gun shells.",31.971066999999998,-106.69407199999999,"(31.971066999999998, -106.69407199999999)","(-11877129.765700867, 3759513.3202087246)",-11877129.765700867,3759513.3202087246
13732,,Entry point to tons of spots,Wild Camping,This is the entry point for tons of camping spots on BLM land. See nearby northern pins for details. Google maps will take you to private property if you navigate to those points. Stayed in RTT,31.95775,-106.69213899999998,"(31.95775, -106.69213899999998)","(-11876914.585125163, 3757765.934944486)",-11876914.585125163,3757765.934944486
13733,,Bass Pro Shops Camping World,Informal Campsite,"A nice bass pro shop, with built in restaurant and bar, clean restrooms. Next to a Hooters, Steakhouse, Cracker Barrel and a Sam’s Club.  Clean lit parking lot, I recommend parking on the residence Inn side of the parking lot, open network Wi-Fi from the hotel, and quieter from the railroad tracks on the other side. 
Clean and safe and as always bass pro welcomes Overlands",26.19259,-97.721999,"(26.19259, -97.721999)","(-10878363.167980788, 3022953.658685743)",-10878363.167980788,3022953.658685743
13735,,Peacock Meadows snow park,Wild Camping,"Snow pass required in winter, summer dispersed camping ",48.52932,-119.78891200000001,"(48.52932, -119.78891200000001)","(-13334840.686520258, 6195370.964466533)",-13334840.686520258,6195370.964466533
13739,,"Littlefield, AZ",Wild Camping,Several places along this section of AZ hwy 91. Several dirt roads to get far off the hwy or pull offs for larger rigs near 91.  Very small I15 noise. Cell signal good for text and call but no streaming. Great views and sunset.   ,36.863735999999996,-113.961527,"(36.863735999999996, -113.961527)","(-12686139.155663898, 4420130.324250984)",-12686139.155663898,4420130.324250984
13740,,No Name Camp,Wild Camping,This is a great spot at the end of a short spur road. Has good solar and 4G LTE cell service and good views.,45.163585999999995,-123.67128000000001,"(45.163585999999995, -123.67128000000001)","(-13767023.91535236, 5647311.623384754)",-13767023.91535236,5647311.623384754
13743,,Cabela's,Informal Campsite,"Overnight, with water and dump station.

",37.66465,-77.63825,"(37.66465, -77.63825)","(-8642650.456080873, 4532159.82304826)",-8642650.456080873,4532159.82304826
13744,,Parking just past the AmericInn several truckers parked here good spot to spend the night,Informal Campsite,"Level good for RVs , cars and big rigs. Highway noise but bearable.",43.802578000000004,-111.81284,"(43.802578000000004, -111.81284)","(-12446948.41294977, 5434941.330609609)",-12446948.41294977,5434941.330609609
13747,,Red Mountain trail parking lot,Wild Camping,"Big lot, near de highway but almost no noise (we have a roof top). We stayed here 2 nights, no one here. No one bordered us. No ‘no parking overnight’ sign. Good cell coverage and the hike is awesome. ",37.278649,-113.654328,"(37.278649, -113.654328)","(-12651941.919411695, 4478018.362923848)",-12651941.919411695,4478018.362923848
13749,,Cabazon,Wild Camping,Just off interstate10 near moron go casino. Lots of road noise from constant flow of traffic. No other campers near the area. Beautiful Mountain View’s on both sides of highway. Nice place to sleep for the night. Felt safe because there was zero traffic on adjacent road.,33.921647,-116.75416100000001,"(33.921647, -116.75416100000001)","(-12997013.75051588, 4018285.9785612226)",-12997013.75051588,4018285.9785612226
13751,,Wilcox Playa,Informal Campsite,Gravel parking lot to wild life refuge.  Sign says designated camping area. Nice 2.4 mile trail to lagoon.  Road noise all night.  ,32.141769000000004,-109.756768,"(32.141769000000004, -109.756768)","(-12218067.524875462, 3781934.4315991495)",-12218067.524875462,3781934.4315991495
13753,,Castle Creek Rocky Overlook,Informal Campsite,"Boondock campsite within Lake Pleasant Regional Park. Beautiful site overlooking the lake. Lots of wild burros braying and coyotes howling. The road in comes through a popular OHV area, so be prepared for quads, side-by-sides, and dirt bikes. You need a park permit to camp here, so stop at the park kiosk before you hit the dirt road. The last few miles require a high clearance vehicle, which minimizes traffic. Great spot for overland rigs. ",33.919667,-112.310895,"(33.919667, -112.310895)","(-12502391.641936814, 4018020.3607843355)",-12502391.641936814,4018020.3607843355
13755,,Toquerville ,Wild Camping,"Although close to the Highway 5, noise is okay, absolutely not too bad. Lots of spots and good cell coverage. ",37.276203,-113.307181,"(37.276203, -113.307181)","(-12613297.692141281, 4477676.169497866)",-12613297.692141281,4477676.169497866
13756,,NE of St David off Sibyl Road,Wild Camping,Head S on Sibyl Road east of Benson AZ. Cross RR track and see Dragoon Mtn Road on your left. Dragon Mtn road private/gated. About a mile or so take the sand road East. 2WD van with trailer but really a 4WD road. TMobile ok. ,31.937343,-110.17955500000001,"(31.937343, -110.17955500000001)","(-12265131.95842948, 3755088.7294546664)",-12265131.95842948,3755088.7294546664
13758,,Old Albertsons parking lot ,Informal Campsite,The causeway beach was closed. A police officer pointed me here for the night. Road noise died down around 11. Good for a night. No facilities just a place to park. Publix is across the street. ,27.495938,-82.635705,"(27.495938, -82.635705)","(-9198964.60194317, 3185570.4634599993)",-9198964.60194317,3185570.4634599993
13760,,double negative,Wild Camping,"plenty of flat ground near double negative on Mormon Mesa.  beautiful view, road a bit tough but manageable 2wd in a van.",36.617265,-114.344711,"(36.617265, -114.344711)","(-12728795.003424028, 4385891.89142124)",-12728795.003424028,4385891.89142124
13761,,Malibu Hills - Sea view spot,Wild Camping,"Beautiful and mostly quiet spot (unfortunately) next to the road. Okay for one night. No forbidden signs and the little traffic gets even less after the sun goes down. Accessible by any kind or size of vehicle. 
 
No Service (t mobile) 
No Toilets 
No water
But Great view! 
Pack it in - pack it out ",34.065975,-118.875396,"(34.065975, -118.875396)","(-13233148.55056875, 4037664.300717581)",-13233148.55056875,4037664.300717581
13762,,Parking lot near Cheesecake Factory,Wild Camping,Parking lot near Cheesecake Factory. Stayed here for 2 nights with no problems. Quiet and secure area.,33.845878000000006,-118.39437099999999,"(33.845878000000006, -118.39437099999999)","(-13179601.092509914, 4008125.9336774396)",-13179601.092509914,4008125.9336774396
13766,,Lake O’Nello,Informal Campsite,Relaxing private site with water & 30/50 amp electric lakefront in Ocala National Forest.  Great wildlife and bird viewing! ,29.173717,-81.85955,"(29.173717, -81.85955)","(-9112563.422566516, 3397774.9508502516)",-9112563.422566516,3397774.9508502516
13767,,Walmart,Informal Campsite,"Many big rigs stop here, can be noisy, there os a really good mexican restaurant with excellent food nearby and a big gas station nearby",29.328322999999997,-96.12286999999999,"(29.328322999999997, -96.12286999999999)","(-10700348.94198803, 3417500.9337114044)",-10700348.94198803,3417500.9337114044
13768,,South Lake Westy spot,Wild Camping,Nice pull off near South Lake campground,45.19639,-123.69488799999999,"(45.19639, -123.69488799999999)","(-13769651.945891006, 5652492.24186261)",-13769651.945891006,5652492.24186261
13769,,Ojai Old Highway 150,Wild Camping,"Big, flat and mostly quiet spot a few meters next to the road. Good for one night. No forbidden signs and the little traffic gets even less after the sun goes down. Accessible by any kind or size of vehicle. 

",34.436145,-119.17886299999999,"(34.436145, -119.17886299999999)","(-13266930.342481311, 4087517.0761170746)",-13266930.342481311,4087517.0761170746
13770,,"Borrego Springs, Anza-Borrego Desert State Park ",Wild Camping,"Beautiful wild camping. 
Take the dirt road and go till it almost ends. Awesome spots to park.  Sunrise and Sunsets, with the mountain backdrop are beautiful. ",33.359081,-116.39585600000001,"(33.359081, -116.39585600000001)","(-12957127.420367198, 3943063.5284853037)",-12957127.420367198,3943063.5284853037
13771,,Wild camping off 180,Wild Camping,"If you take the dirt road off 180 it will skirt the River.  Tons of trash up on the ridge.  Keep driving, there is a flat spot to the right of the road next to some flat ricks and a ravine.  Pretty quiet but close to town.  Go out the way you came in as the gap between roads going out is too large to exit without chancing damage, if you continue on the road instead of turning around.  Good cell service. ",34.870057,-110.083801,"(34.870057, -110.083801)","(-12254472.67190806, 4146236.4007214042)",-12254472.67190806,4146236.4007214042
13774,,Savannah Tree Farms ,Informal Campsite,"During Covid if you need a place to park this is a rural farm where social distances can be maintained. I am the owner so just stop by if you are overlanding and need a safe place to bunker down. We have water,power,and sewer. Can accommodate 1-2 parties at a time. Be safe!!",37.258761,-107.781974,"(37.258761, -107.781974)","(-11998234.462373853, 4475236.370029385)",-11998234.462373853,4475236.370029385
